product_name,category,star_rating,review_title,review_text,helpful_votes,total_votes,verified_purchase,cognitive_label,source_file,marketplace,customer_id,review_id,product_id,product_parent,vine,review_date,review_text_clean,product_name_clean,input_text,word_count,exclamation_count,question_count,s1_keyword_hits,s2_keyword_hits,emotional_ratio,rational_ratio,star_rating_clean,sentiment_compound,sentiment_pos,sentiment_neg
"Comoze Lamps 915B403001 - Lamp With Housing For Mitsubishi WD-60735, WD-60737, WD-65737, WD-65735, WD-73C9, WD-73737, WD-65C9, WD-73735, WD-82837, WD-65736, WD-738",Electronics,4.0,They work great and the price awesome,"They work great and the price awesome, The housing the tap broke but they went in fine. I would buy again.",0.0,0.0,Y,0,amazon_reviews_us_Electronics_v1_00.tsv,,,,,,,,"They work great and the price awesome, The housing the tap broke but they went in fine. I would buy again.","Comoze Lamps 915B403001 - Lamp With Housing For Mitsubishi WD-60735, WD-60737, WD-65737, WD-65735, WD-73C9, WD-73737, WD-65C9, WD-73735, WD-82837, WD-65736, WD-738","PRODUCT: Comoze Lamps 915B403001 - Lamp With Housing For Mitsubishi WD-60735, WD-60737, WD-65737, WD-65735, WD-73C9, WD-73737, WD-65C9, WD-73735, WD-82837, WD-65736, WD-738. REVIEW: They work great and the price awesome, The housing the tap broke but they went in fine. I would buy again.",43,0,0,0,0,0.0,0.0,4.0,0.6597,0.158,0.041
"Eden Foods Organic Red Quinoa, 16 oz",Grocery,5.0,Organic Red Quinoa,Excellent!!!  Just need a LARGER quantity of it!!!!  ;),0.0,0.0,Y,1,amazon_reviews_us_Grocery_v1_00.tsv,,,,,,,,Excellent!!! Just need a LARGER quantity of it!!!!,,PRODUCT: . REVIEW: Excellent!!! Just need a LARGER quantity of it!!!!,11,7,0,0,0,0.0,0.0,5.0,0.7067,0.378,0.0
"MLB Men's Majestic All Of Destiny Tank Top (Xlarge, San Francisco Giants)",Sports,5.0,Five Stars,It was a gift and he loved it!!!!!,0.0,0.0,Y,1,amazon_reviews_us_Sports_v1_00.tsv_S1,US,21099752.0,R37PGR8SV8DNB9,B00UTV7YZY,690651407.0,N,2015-07-29,It was a gift and he loved it!!!!!,"MLB Men's Majestic All Of Destiny Tank Top Xlarge, San Francisco Giants","PRODUCT: MLB Men's Majestic All Of Destiny Tank Top Xlarge, San Francisco Giants. REVIEW: It was a gift and he loved it!!!!!",22,5,0,2,0,0.0909,0.0,5.0,0.8679,0.352,0.0
"Jump Rope - by Boson Sport - Speed Rope for Exercise and Fitness – 9' Adjustable Cable Length – Ideal for Crossfit, Boxing, MMA",Sports,5.0,Get your jump rope on,Thos jump rope helps me with my workouts. I have been trying to do double jumps and triple jumps with other jump ropes it's hard to do. But with the jump rope by boson sports is one I can and I did do a double jump now I get to try and do the triple jumps<br />I did receive this product for free to review and give my unbiased opinion and review.,0.0,0.0,N,1,amazon_reviews_us_Sports_v1_00.tsv_S1,US,821723.0,R3EON381V8VF2H,B00PKKFVG8,317180808.0,N,2015-08-24,Thos jump rope helps me with my workouts. I have been trying to do double jumps and triple jumps with other jump ropes it's hard to do. But with the jump rope by boson sports is one I can and I did do a double jump now I get to try and do the triple jumps I did receive this product for free to review and give my unbiased opinion and review.,"Jump Rope - by Boson Sport - Speed Rope for Exercise and Fitness 9' Adjustable Cable Length Ideal for Crossfit, Boxing, MMA","PRODUCT: Jump Rope - by Boson Sport - Speed Rope for Exercise and Fitness 9' Adjustable Cable Length Ideal for Crossfit, Boxing, MMA. REVIEW: Thos jump rope helps me with my workouts. I have been trying to do double jumps and triple jumps with other jump ropes it's hard to do. But with the jump rope by boson sports is one I can and I did do a double jump now I get to try and do the triple jumps I did receive this product for free to review and give my unbiased opinion and review.",96,0,0,0,0,0.0,0.0,5.0,0.8248,0.106,0.025
Uget Women's Plus Size Loose V-neck Chiffon Tunic Tops Mini Dress,Apparel,4.0,This dress is super cute! I will say that I am only ...,This dress is super cute!  I will say that I am only 5'1 and the front touches mid thigh so it may be a tad short for someone taller.  The blue is exactly like the picture!  pretty color!,8.0,10.0,Y,1,amazon_reviews_us_Apparel_v1_00.tsv,,,,,,,,This dress is super cute! I will say that I am only 5'1 and the front touches mid thigh so it may be a tad short for someone taller. The blue is exactly like the picture! pretty color!,Uget Women's Plus Size Loose V-neck Chiffon Tunic Tops Mini Dress,PRODUCT: Uget Women's Plus Size Loose V-neck Chiffon Tunic Tops Mini Dress. REVIEW: This dress is super cute! I will say that I am only 5'1 and the front touches mid thigh so it may be a tad short for someone taller. The blue is exactly like the picture! pretty color!,51,3,0,1,0,0.0196,0.0,4.0,0.938,0.275,0.038
Alderwood Smoked Sea Salt,Grocery,5.0,Five Stars,"the best smoked salt I've tried, and i tried few. great price. will buy it again",1.0,1.0,Y,1,amazon_reviews_us_Grocery_v1_00.tsv,,,,,,,,"the best smoked salt I've tried, and i tried few. great price. will buy it again",,"PRODUCT: . REVIEW: the best smoked salt I've tried, and i tried few. great price. will buy it again",19,0,0,0,0,0.0,0.0,5.0,0.8519,0.356,0.0
Thai Deodorants Thai Natural Crystal Deodorant Push-Up Stick 2.125 oz,Beauty,4.0,It's just OK,"I was recommended this by a friend, and I went for it since it doesn't have anti-per spirants and doesn't use animal testing. It does last quite a while, but I am certainly seeing it slowly wear (other reviews claim it barely changed in 4 mos... Mine is used about 1/8th of the way. Not much but definitely visible.) It seems to work, I haven't noticed any BO personally, but it seems like the stick itself is starting to smell! Despite that it still seems to work. It's a little weird and I'm not totally sold on it yet, but I haven't found a better alternative.",1.0,1.0,Y,1,amazon_reviews_us_Beauty_v1_00.tsv,,,,,,,,"I was recommended this by a friend, and I went for it since it doesn't have anti-per spirants and doesn't use animal testing. It does last quite a while, but I am certainly seeing it slowly wear other reviews claim it barely changed in 4 mos... Mine is used about 1 8th of the way. Not much but definitely visible. It seems to work, I haven't noticed any BO personally, but it seems like the stick itself is starting to smell! Despite that it still seems to work. It's a little weird and I'm not totally sold on it yet, but I haven't found a better alternative.",Thai Deodorants Thai Natural Crystal Deodorant Push-Up Stick 2.125 oz,"PRODUCT: Thai Deodorants Thai Natural Crystal Deodorant Push-Up Stick 2.125 oz. REVIEW: I was recommended this by a friend, and I went for it since it doesn't have anti-per spirants and doesn't use animal testing. It does last quite a while, but I am certainly seeing it slowly wear other reviews claim it barely changed in 4 mos... Mine is used about 1 8th of the way. Not much but definitely visible. It seems to work, I haven't noticed any BO personally, but it seems like the stick itself is starting to smell! Despite that it still seems to work. It's a little weird and I'm not totally sold on it yet, but I haven't found a better alternative.",119,1,0,0,0,0.0,0.0,4.0,0.5082,0.1,0.064
Scopecoat Eotech Sight Cover For XPS and EXPS 2 Or 3,Sports,5.0,Perfect cover for a eotech,Easy on and off off the EOTECH.  Protects a little from bumps but really helps keep junk and dust off the screen.  I've owned two of these now for different models.  The elasticity also stays tight which I was worried about at first.,0.0,0.0,Y,0,amazon_reviews_us_Sports_v1_00.tsv_S2,US,14405249.0,R1IXG17YV7U6S1,B0053TT5AO,292716430.0,N,2015-08-22,Easy on and off off the EOTECH. Protects a little from bumps but really helps keep junk and dust off the screen. I've owned two of these now for different models. The elasticity also stays tight which I was worried about at first.,Scopecoat Eotech Sight Cover For XPS and EXPS 2 Or 3,PRODUCT: Scopecoat Eotech Sight Cover For XPS and EXPS 2 Or 3. REVIEW: Easy on and off off the EOTECH. Protects a little from bumps but really helps keep junk and dust off the screen. I've owned two of these now for different models. The elasticity also stays tight which I was worried about at first.,56,0,0,0,0,0.0,0.0,5.0,0.5632,0.126,0.047
"Summer Infant Metal Expansion Gate, 6 Foot Wide Walk-Thru",Baby,5.0,Five Stars,Very happy with this gate. It's well made and looks great!,0.0,0.0,Y,0,amazon_reviews_us_Baby_v1_00.tsv_S2,US,25890938.0,R1JAAHU8NBMK2J,B00FLXBJ92,29445486.0,N,2015-04-23,Very happy with this gate. It's well made and looks great!,"Summer Infant Metal Expansion Gate, 6 Foot Wide Walk-Thru","PRODUCT: Summer Infant Metal Expansion Gate, 6 Foot Wide Walk-Thru. REVIEW: Very happy with this gate. It's well made and looks great!",22,1,0,1,0,0.0455,0.0,5.0,0.8881,0.368,0.0
"Yamamotoyama Sencha Green Tea, 1.13-Ounce Boxes,16 Tea Bags, (Pack of 12)",Grocery,4.0,Green Tea,It is not the very best but OK for the price.,0.0,0.0,Y,1,amazon_reviews_us_Grocery_v1_00.tsv,,,,,,,,It is not the very best but OK for the price.,"Yamamotoyama Sencha Green Tea, 1.13-Ounce Boxes,16 Tea Bags, Pack of 12","PRODUCT: Yamamotoyama Sencha Green Tea, 1.13-Ounce Boxes,16 Tea Bags, Pack of 12. REVIEW: It is not the very best but OK for the price.",24,0,0,0,0,0.0,0.0,4.0,0.4593,0.15,0.08
Dragon Fruit,Grocery,3.0,Three Stars,They're okay fruit and after order them I found out my local farmers market actually sold them.,1.0,1.0,Y,1,amazon_reviews_us_Grocery_v1_00.tsv,,,,,,,,They're okay fruit and after order them I found out my local farmers market actually sold them.,,PRODUCT: . REVIEW: They're okay fruit and after order them I found out my local farmers market actually sold them.,20,0,0,0,0,0.0,0.0,3.0,0.2263,0.101,0.0
Mediabridge Coaxial Cable (8 Feet) with F-Male Connectors - Ultra Series - Tri-Shielded UL CL2 In-Wall Rated RG6 Digital Audio / Video - Includes Removable EZ Grip Caps (Part# CJ08-6BF-N1 ),Electronics,3.0,gets the job done,Does what it says it should. It hooked up my cable box and provided good quality images. That's what I paid for.,0.0,0.0,Y,0,amazon_reviews_us_Electronics_v1_00.tsv,,,,,,,,Does what it says it should. It hooked up my cable box and provided good quality images. That's what I paid for.,Mediabridge Coaxial Cable 8 Feet with F-Male Connectors - Ultra Series - Tri-Shielded UL CL2 In-Wall Rated RG6 Digital Audio Video - Includes Removable EZ Grip Caps Part CJ08-6BF-N1,PRODUCT: Mediabridge Coaxial Cable 8 Feet with F-Male Connectors - Ultra Series - Tri-Shielded UL CL2 In-Wall Rated RG6 Digital Audio Video - Includes Removable EZ Grip Caps Part CJ08-6BF-N1. REVIEW: Does what it says it should. It hooked up my cable box and provided good quality images. That's what I paid for.,53,0,0,0,0,0.0,0.0,3.0,0.7297,0.118,0.0
Philips Wireless Portable Speaker,Electronics,1.0,Manufacturing defect in charging port - breaks very easily,"Same problem as others.  Bought one of these for my dad.  After a couple months of use, the usb jack snapped off from the circuit board - can't charge it any more.<br /><br />I took it apart and found that the port was not attached very well to begin with.  Two small pads of solder and hot glue that didn't adequately hold the port in place.  Sound isn't bad, but the manufacturing quality isn't there. Steer clear, buy something else in this price range.",2.0,2.0,N,0,amazon_reviews_us_Electronics_v1_00.tsv,,,,,,,,"Same problem as others. Bought one of these for my dad. After a couple months of use, the usb jack snapped off from the circuit board - can't charge it any more. I took it apart and found that the port was not attached very well to begin with. Two small pads of solder and hot glue that didn't adequately hold the port in place. Sound isn't bad, but the manufacturing quality isn't there. Steer clear, buy something else in this price range.",,"PRODUCT: . REVIEW: Same problem as others. Bought one of these for my dad. After a couple months of use, the usb jack snapped off from the circuit board - can't charge it any more. I took it apart and found that the port was not attached very well to begin with. Two small pads of solder and hot glue that didn't adequately hold the port in place. Sound isn't bad, but the manufacturing quality isn't there. Steer clear, buy something else in this price range.",86,0,0,0,0,0.0,0.0,1.0,-0.4967,0.022,0.071
WAWO CLEAR Acrylic False Artificial Tips Nail Art 500 pcs Stiletto,Beauty,2.0,These nails look rounded in the picture thats why i ...,These nails look rounded in the picture thats why i ordered them but when i recieved them they were pointy. I didnt get what i payed for,0.0,0.0,Y,1,amazon_reviews_us_Beauty_v1_00.tsv,,,,,,,,These nails look rounded in the picture thats why i ordered them but when i recieved them they were pointy. I didnt get what i payed for,WAWO CLEAR Acrylic False Artificial Tips Nail Art 500 pcs Stiletto,PRODUCT: WAWO CLEAR Acrylic False Artificial Tips Nail Art 500 pcs Stiletto. REVIEW: These nails look rounded in the picture thats why i ordered them but when i recieved them they were pointy. I didnt get what i payed for,40,0,0,0,0,0.0,0.0,2.0,0.2884,0.058,0.0
1x32 Tactical Holographic Illumination Project Red Green Dot Rifle Sight Scope,Sports,4.0,"Scope nice, but dead batteries",Very disappointed that the scope was delivered with dead batteries.<br />This added an extra expense and my son could not use it for a planned event because we were unable to find the batteries.,0.0,1.0,Y,0,amazon_reviews_us_Sports_v1_00.tsv_S2,US,1243351.0,R1XYIW4ZZWZVQN,B00EJCJSQM,877660928.0,N,2015-08-01,Very disappointed that the scope was delivered with dead batteries. This added an extra expense and my son could not use it for a planned event because we were unable to find the batteries.,1x32 Tactical Holographic Illumination Project Red Green Dot Rifle Sight Scope,PRODUCT: 1x32 Tactical Holographic Illumination Project Red Green Dot Rifle Sight Scope. REVIEW: Very disappointed that the scope was delivered with dead batteries. This added an extra expense and my son could not use it for a planned event because we were unable to find the batteries.,47,0,0,0,0,0.0,0.0,4.0,-0.8268,0.0,0.149
"Liztek Ultra-Portable Wireless Bluetooth Speaker,Powerful Sound with build in Microphone, Works for Iphone, Ipad Mini, Ipad 4/3/2, Itouch, Blackberry, Nexus, Samsung and other Smart Phones and Mp3 Players",Electronics,5.0,Amazing for the price.,This tiny speaker is amazing for the price. It has had no problem connecting to pads and phones. The sound is good and serves the purpose.,2.0,2.0,Y,0,amazon_reviews_us_Electronics_v1_00.tsv,,,,,,,,This tiny speaker is amazing for the price. It has had no problem connecting to pads and phones. The sound is good and serves the purpose.,"Liztek Ultra-Portable Wireless Bluetooth Speaker,Powerful Sound with build in Microphone, Works for Iphone, Ipad Mini, Ipad 4 3 2, Itouch, Blackberry, Nexus, Samsung and other Smart Phones and Mp3 Players","PRODUCT: Liztek Ultra-Portable Wireless Bluetooth Speaker,Powerful Sound with build in Microphone, Works for Iphone, Ipad Mini, Ipad 4 3 2, Itouch, Blackberry, Nexus, Samsung and other Smart Phones and Mp3 Players. REVIEW: This tiny speaker is amazing for the price. It has had no problem connecting to pads and phones. The sound is good and serves the purpose.",58,0,0,1,0,0.0172,0.0,5.0,0.6705,0.144,0.075
